,0,1,2,3,4,5,6,7,TARGET
377,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,-1
378,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,1
379,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,-1
380,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,-1
381,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,-1
382,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,-1
383,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,-1
384,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,-1
385,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,-1
386,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,-1
387,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,-1
388,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,-1
389,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,-1
390,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,-1
391,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,-1
392,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,-1
393,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,-1
394,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,-1
395,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,-1
396,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,-1
397,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,-1
398,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,-1
399,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,-1
400,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,-1
401,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,-1
402,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,-1
403,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,-1
404,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,-1
405,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,-1
406,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,-1
407,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,-1
408,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,-1
409,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,-1
410,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,-1
411,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,-1
412,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,-1
413,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,-1
414,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,-1
415,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,-1
416,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,-1
417,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,-1
418,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22,-1
419,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,-1
420,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,-1
421,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,-1
422,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43,-1
423,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,-1
424,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,-1
425,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,-1
426,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,-1
427,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25,-1
428,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,-1
429,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,-1
430,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,-1
431,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,-1
432,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,-1
433,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,-1
434,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,-1
435,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,-1
436,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,-1
437,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,-1
438,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,-1
439,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,-1
440,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,-1
441,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,-1
442,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,-1
443,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,-1
444,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,-1
445,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,-1
446,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,-1
447,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,-1
448,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,-1
449,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,-1
450,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,-1
451,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,-1
452,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,-1
453,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,-1
454,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,-1
455,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,-1
456,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,-1
457,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,-1
458,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,-1
459,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,-1
460,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,-1
461,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,-1
462,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,-1
463,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,-1
464,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,-1
465,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,-1
466,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,-1
467,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,-1
468,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,-1
469,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,-1
470,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,-1
471,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,-1
472,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,-1
473,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,-1
474,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,-1
475,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,-1
476,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,-1
477,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,1
478,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,-1
479,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,-1
480,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,-1
481,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,-1
482,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,-1
483,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,1
484,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,-1
485,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,-1
486,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,-1
487,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,-1
488,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,-1
489,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,-1
490,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,-1
491,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,-1
492,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,-1
493,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,-1
494,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,-1
495,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,-1
496,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,-1
497,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,-1
498,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,-1
499,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,-1
500,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,-1
501,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,-1
502,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,-1
503,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,-1
504,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,-1
505,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,1
506,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,-1
507,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,-1
508,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,-1
509,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,-1
510,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,-1
511,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,1
512,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,1
513,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,1
514,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,1
515,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,-1
516,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,-1
517,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,-1
518,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,-1
519,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,-1
520,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,-1
521,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,1
522,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,1
523,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,-1
524,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,-1
525,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,-1
526,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,-1
527,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,-1
528,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,-1
529,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,-1
530,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,-1
531,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,-1
532,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,-1
533,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,-1
534,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,-1
535,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,-1
536,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,-1
537,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,-1
538,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,1
539,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,-1
540,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,-1
541,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,-1
542,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,-1
543,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,-1
544,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,-1
545,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,-1
546,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,-1
547,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,-1
548,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,-1
549,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,-1
550,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,-1
551,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,-1
552,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,-1
553,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,-1
554,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,-1
555,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,-1
556,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,-1
557,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,-1
558,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,-1
559,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,-1
560,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,-1
561,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,1
562,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,-1
563,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,-1
564,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,-1
565,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,-1
566,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,-1
567,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,-1
568,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,-1
569,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,-1
570,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,-1
571,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,-1
572,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,-1
573,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,-1
574,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,-1
575,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,-1
576,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,-1
577,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,-1
578,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,-1
579,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,-1
580,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,-1
581,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,-1
582,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,-1
583,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,-1
584,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,-1
585,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,-1
586,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,-1
587,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,-1
588,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,-1
589,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,-1
590,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,-1
591,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,-1
592,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,-1
593,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,1
594,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,1
595,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,1
596,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,-1
597,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,-1
598,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,-1
599,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,-1
600,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,-1
601,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,-1
602,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,-1
603,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,-1
604,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,-1
605,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,-1
606,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,-1
607,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,-1
608,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,-1
609,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,-1
610,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,-1
611,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,-1
612,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,-1
613,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,-1
614,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,-1
615,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,-1
616,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,-1
617,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,-1
618,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,-1
619,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,-1
620,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,-1
621,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,-1
622,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,-1
623,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,-1
624,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,-1
625,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,-1
626,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,-1
627,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,-1
628,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,-1
629,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,-1
630,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,-1
631,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,-1
632,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,-1
633,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,-1
634,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,-1
635,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,-1
636,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,-1
637,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,-1
638,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,-1
639,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,-1
640,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,-1
641,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,-1
642,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,-1
643,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,-1
644,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,-1
645,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,-1
646,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,-1
647,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,-1
648,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,-1
649,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,-1
650,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,-1
651,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,-1
652,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,-1
653,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,-1
654,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,-1
655,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,-1
656,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,-1
657,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,-1
658,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,-1
659,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,-1
660,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,-1
661,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,-1
662,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,-1
663,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,-1
664,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,-1
665,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,-1
666,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,-1
667,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,-1
668,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,-1
669,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,-1
670,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,-1
671,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,-1
672,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,-1
673,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,-1
674,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,-1
675,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,-1
676,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,1
677,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,-1
678,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,-1
679,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,-1
680,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31,-1
681,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,-1
682,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,-1
683,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,-1
684,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,-1
685,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,-1
686,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,-1
687,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,-1
688,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,-1
689,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,-1
690,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,-1
691,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,-1
692,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,-1
693,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,-1
694,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,-1
695,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,-1
696,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,-1
697,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,-1
698,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,-1
699,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,-1
700,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,-1
701,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,-1
702,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,-1
703,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,-1
704,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,-1
705,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,-1
706,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,-1
707,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,-1
708,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,1
709,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,1
710,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,-1
711,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,-1
712,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,-1
713,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,-1
714,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,-1
715,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,-1
716,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,-1
717,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,-1
718,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,-1
719,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,1
720,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,-1
721,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,-1
722,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,-1
723,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,-1
724,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,-1
725,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,-1
726,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,-1
727,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,-1
728,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,-1
729,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,-1
730,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,-1
731,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,-1
732,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,-1
733,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,-1
734,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,-1
735,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,-1
736,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,-1
737,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,-1
738,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,-1
739,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,-1
740,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,-1
741,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,-1
742,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,-1
743,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,-1
744,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,-1
745,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32,-1
746,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,-1
747,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,-1
748,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,-1
749,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,-1
750,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,-1
751,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,-1
752,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,-1
753,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,-1
754,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,-1
